study,pi_name,treatment,animal,protocol_id,age_category,months,age_mo,sex,strain,genotype,housing,light_on,light_off,tracking_system,rat_source,pool_diam,duration_c_1,duration_c_2,duration_c_3,duration_c_4,duration_c_5,cum_dist_c_1,cum_dist_c_2,cum_dist_c_3,cum_dist_c_4,cum_dist_c_5,duration_s_1,duration_s_2,duration_s_3,duration_s_4,duration_s_5,duration_s_6,cum_dist_s_1,cum_dist_s_2,cum_dist_s_3,cum_dist_s_4,cum_dist_s_5,cum_dist_s_6,timegoal_p_1,timeopp_p_1,di_p_1,timegoal_p_2,timeopp_p_2,di_p_2
Kumar 2013,Foster,Control,957F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60.227,32.032,49.383,17.629,20.854,1120.196,657.853,998.669,420.852,475.232,54.11,30.92,44.044,40.262,12.346,20.465,953.618,621.788,947.689,824.871,246.796,405.734,48.104,14.181,0.412,28.918,28.362,0.01
Kumar 2013,Foster,Control,1_541F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,45.101,33.589,33.812,5.005,36.926,764.493,556.969,657.481,48.886,635.757,32.866,36.147,14.459,44.545,47.047,38.094,695.195,700.944,322.241,804.001,861.878,653.208,42.659,22.715,0.267,27.978,17.729,0.224
Kumar 2013,Foster,Control,1_036F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,18.574,10.9,10.01,10.733,19.52,391.483,259.356,229.271,242.675,402.821,59.003,46.491,31.643,38.594,14.014,42.765,1061.725,805.753,668.09,726.973,286.973,839.432,45.879,18.63,0.549,26.137,28.918,-0.051
Kumar 2013,Foster,Control,1_034F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,31.309,13.792,6.84,4.06,10.399,552.808,321.966,151.607,21.615,255.172,41.542,21.911,13.792,11.623,14.57,5.672,960.178,467.448,266.572,208.155,315.058,126.073,36.147,4.727,0.469,35.035,28.362,0.105
Kumar 2013,Foster,Control,1_170F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,45.546,23.857,15.794,9.343,26.36,787.324,467.577,413.801,250.521,629.887,23.357,18.685,25.359,23.635,17.351,8.453,520.599,448.341,536.466,545.266,340.47,154.545,48.66,32.811,0.613,11.678,34.201,-0.021
Kumar 2013,Foster,Control,1_162F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,31.03,37.54,11.85,22.86,17.18,374.86,600.06,183.15,296.3,284.35,40.87,50.05,24.64,23.3,7.4,5.45,1038.9,1167.49,614.23,550.01,147.65,117.75,48.476,11.956,0.549,26.593,22.438,0.085
Kumar 2013,Foster,Control,1133F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,21.855,22.467,7.229,7.118,6.562,424.764,491.386,158.927,154.139,156.845,16.961,22.244,12.401,37.315,15.96,4.115,426.111,517.723,271.634,814.736,385.833,70.054,45.152,16.343,0.468,36.565,22.715,0.234
Kumar 2013,Foster,Control,1_172F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,44.378,37.593,28.417,6.062,6.117,614.906,770.592,585.405,154.17,146.125,31.476,38.539,25.303,16.072,8.898,11.512,789.014,918.949,512.607,384.876,165.459,243.304,50.328,18.63,0.567,27.806,18.352,0.205
Kumar 2013,Foster,Control,1_178F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,42.876,32.366,36.759,18.074,9.954,686.789,550.669,689.805,340.055,190.333,31.81,19.575,35.257,10.566,15.349,41.375,720.37,307.215,756.852,232.005,349.324,858.67,47.269,23.357,0.338,53.943,18.352,0.492
Kumar 2013,Foster,Control,1_544F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,58.503,41.375,24.858,35.647,14.292,960.118,682.755,491.828,513.754,236.741,56.779,55.055,22.022,20.632,21.522,25.97,1019.525,1051.433,513.711,560.625,545.424,600.868,50.416,24.654,0.48,33.518,13.296,0.432
Kumar 2013,Foster,Control,1_177F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,23.913,21.577,14.459,14.459,12.012,440.458,350.484,271.482,307.72,248.04,45.546,15.404,35.869,41.319,20.91,6.451,1038.934,354.351,855.196,939.916,459.553,117.039,47.269,1,0.574,31.42,15.015,0.353
Kumar 2013,Foster,Control,1_543F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,53.331,30.864,11.345,8.397,7.841,865.323,692.95,299.586,184.536,136.666,33.2,35.925,27.917,12.012,19.464,14.793,757.239,713.636,558.976,264.966,404.015,286.099,40.72,17.729,0.508,40.72,15.235,0.455
Kumar 2013,Foster,Control,959F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,34.479,35.035,5.561,8.787,24.636,622.01,749.039,114.993,198.492,616.712,58.503,45.601,24.024,16.35,11.4,13.903,1400.632,1080.209,544.785,383.342,269.397,334.142,38.372,7.786,0.568,45.045,13.069,0.55
Kumar 2013,Foster,Control,1_537F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,59.226,32.811,6.951,11.567,6.395,1083.946,852.671,167.7,306.261,180.798,22.856,10.677,15.237,18.352,5.784,9.454,511.551,254.12,353.408,492.117,138.5,224.846,48.753,5.54,0.805,37.396,19.114,0.324
Kumar 2013,Foster,Control,961F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,33.812,6.507,9.176,3.504,5.45,509.147,185.669,220.774,65.976,123.953,41.597,13.958,14.403,19.853,9.899,9.676,1033.907,345.472,378.114,468.366,232.277,180.339,50.05,13.069,0.731,36.981,11.4,0.529
Kumar 2013,Foster,Control,1_539F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,42.932,29.474,9.676,3.893,5.061,853.497,613.542,268.843,83.345,139.947,43.377,22.467,56.223,16.683,21.522,18.908,962.164,523.357,1276.784,446.171,530.885,405.796,57.618,13.296,0.825,43.49,11.911,0.57
Kumar 2013,Foster,Control,1_169F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,25.192,53.72,23.579,14.292,11.956,462.653,956.509,474.794,287.628,251.457,29.14,38.094,42.098,31.532,22.078,18.074,635.701,788.463,842.456,515.262,389.492,388.004,53.943,26.693,0.637,51.718,6.673,0.771
Kumar 2013,Foster,Control,1_035F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,35.591,9.788,16.183,13.235,8.509,738.096,210.939,379.021,263.399,165.39,26.916,59.504,27.583,31.309,13.235,14.737,440.245,1201.594,560.7,710.786,307.6,330.271,49.216,14.127,0.825,48.382,10.01,0.657
Unpublished histone study,Foster,Control,1_037F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,27.528,9.732,21.466,7.007,9.176,463.84,202.955,579.817,147.422,238.85,50.217,29.808,19.631,5.728,14.959,6.284,1223.368,623.747,384.581,156.907,384.963,151.964,32.911,29.086,0.061696534,29.086,37.396,-0.12499624
Unpublished histone study,Foster,Control,1_038F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,29.14,15.015,10.677,17.239,8.675,612.858,290.884,290.596,408.77,183.88,33.978,21.966,8.064,34.924,5.116,9.343,811.567,507.58,195.07,781.218,128.294,233.74,31.625,27.424,0.071144304,27.424,35.734,-0.131574781
Unpublished histone study,Foster,Control,1_039F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,33.422,7.396,13.458,9.621,28.862,549.648,124,304.658,200.655,521.377,42.264,44.044,25.081,9.676,9.009,7.73,1097.613,908.066,562.645,204.325,184.676,164.097,40.434,35.734,0.061705703,35.734,24.377,0.188933806
Unpublished histone study,Foster,Control,1_040F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,45.156,40.485,8.175,10.9,6.785,637.986,782.492,181.524,239.411,179.249,57.224,39.261,49.049,16.961,8.175,6.006,1228.54,845.472,942.926,367.172,198.478,138.895,45.983,38.227,0.092103076,38.227,21.053,0.289709852
Unpublished histone study,Foster,Control,1_041F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,29.14,20.409,22.912,18.797,31.198,1428,472.057,1315,446.195,691.742,24.803,23.412,7.118,4.171,7.174,8.953,656.807,495.523,144.466,107.597,183.213,207.293,63.989,29.363,0.370918673,29.363,24.1,0.098441913
Unpublished histone study,Foster,Control,1_042F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,31.865,26.693,15.46,14.348,8.397,571.611,567.994,332.362,281.208,224.248,41.208,2.947,33.144,22.078,12.457,14.737,875.133,68.161,790.616,471.83,269.3,343.176,29.363,25.485,0.070704492,25.485,27.701,-0.0416651
Unpublished histone study,Foster,Control,1_043F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,23.023,9.843,22.578,9.732,18.797,614.02,210.89,554.861,232.617,473.598,20.743,7.841,13.569,12.735,7.786,5.839,544.046,195.308,423.709,354.075,213.336,169.519,56.233,28.809,0.322475953,28.809,32.133,-0.054543664
Unpublished histone study,Foster,Control,1_044F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,27.138,11.512,22.189,17.684,8.23,657.823,226.502,419.491,462.224,183.252,49.494,29.752,15.237,23.134,21.021,19.241,1164.549,458.003,301.22,559.397,422.141,376.755,33.241,27.569,0.093274133,27.569,18.289,0.202363819
Unpublished histone study,Foster,Control,1_045F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,34.423,17.907,10.232,9.176,4.949,619.779,368.567,256.954,116.477,125.426,28.973,24.358,18.24,3.615,6.062,4.171,758.862,607.485,460.448,88.552,150.935,95.13,50.416,39.612,0.120007109,39.612,18.006,0.374986983
Unpublished histone study,Foster,Control,1_046F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,32.699,14.793,24.469,15.015,13.013,699.29,323.712,516.25,312.846,263.694,60.227,53.832,45.045,34.479,42.654,33.311,1080.528,977.125,783.273,728.88,819.859,745.324,24.654,19.12,0.126422077,19.12,48.91,-0.437895046
CAN study ,Foster,Control,4.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,55,18,15,25,28,421,181,203,382,355,13,20,11,7,5,18,199,304,157,95,74,265,38,10,0.081,41,15,0.519
CAN study ,Foster,Control,5.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60,45,35,21,4,154,321,306,209,41,20,9,23,11,8,13,320,122,289,135,147,195,61,7,0.3,85,2,0.091
CAN study ,Foster,Control,6.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,58,29,41,43,29,280,282,340,437,388,38,32,48,14,13,9,393,410,604,229,158,149,52,7,0.736,77,6,0.333
CAN study ,Foster,Control,15.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,51,57,60,22,46,276,337,307,224,444,22,38,24,23,10,39,249,430,252,260,104,477,29,4,-0.375,54,4,0.273
CAN study ,Foster,Control,16.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60,24,25,29,37,383,254,408,394,425,28,28,35,3,24,23,449,138,487,39,375,361,29,13,-0.029,66,1,-0.084
CAN study ,Foster,Control,18.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,38,55,52,30,11,272,561,562,344,150,31,23,11,20,14,5,429,370,183,273,191,77,47,3,-0.167,59,8,0.831
CAN study ,Foster,Control,19.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,47,26,37,44,36,408,299,458,232,435,47,38,50,60,43,45,505,421,380,491,417,422,6,37,0.267,48,4,0.048
CAN study ,Foster,Control,23.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60,60,60,60,60,221,136,84,83,115,60,60,60,60,60,60,234,122,58,193,129,227,22,44,0.651,47,9,-0.063
CAN study ,Foster,Control,24.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,36,60,29,45,59,300,257,145,358,423,51,38,29,20,15,13,479,441,344,373,200,167,60,1,0.103,62,0,0.429
CAN study ,Foster,Control,25.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,44,60,60,21,45,325,300,338,140,352,59,44,60,31,15,28,551,416,663,356,289,409,40,10,0.57,48,7,0.373
Barter LPS 2021,Foster,Control,2877.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,9.07,16.52,10.51,3.34,4.34,158.45,277.06,242.81,70.46,109.18,15.24,25.14,6.01,18.24,14.18,22.86,436.59,696.5,104.13,415.48,292.51,403.72,30.47,29.36,0.02,40.72,9.42,0.62
Barter LPS 2021,Foster,Control,2878.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,27.92,5.28,6.62,2.61,3.62,461.25,94.24,153.51,52.17,82.83,25.92,42.26,23.97,15.07,9.51,13.46,694.77,962.19,476.54,214.68,130.47,306.78,32.13,28.53,0.06,42.66,12.19,0.56
Barter LPS 2021,Foster,Control,2881.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,15.18,18.13,21.86,2.78,6.56,239.46,358.68,572.88,68.13,164.58,43.82,20.3,26.97,5.23,9.51,13.63,1004.96,462.51,608.2,114.15,234.67,268.37,44.04,9.7,0.64,39.89,14.4,0.47
Barter LPS 2021,Foster,Control,2882.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,37.82,2.39,3.89,2.28,6.95,702.39,60.54,96.19,43.98,176.28,29.09,19.08,6.17,27.08,25.92,28.53,759.06,431.12,80.02,593.76,565.25,657.18,39.89,21.05,0.31,32.69,30.47,0.04
Barter LPS 2021,Foster,Control,2885.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,11.85,12.9,11.57,2.17,4.39,209.25,281.53,197.58,41.55,103.5,30.09,51.39,20.3,13.79,13.07,9.45,654.48,979.9,370.07,324.9,266.73,161.29,32.41,21.33,0.21,24.1,14.13,0.26
Barter LPS 2021,Foster,Control,2886.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,24.64,4.62,7.84,2.73,7.45,358.45,70.6,176.47,63.38,195.04,20.24,6.56,16.41,6.01,17.18,43.88,349.89,112.89,350.14,109.18,329.55,903.09,62.6,4.99,0.85,35.73,14.4,0.43
Barter LPS 2021,Foster,Control,2889.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,28.25,4.17,6.34,4.23,7.4,490.4,72.85,119.59,77.05,155.25,42.71,10.62,20.02,11.4,8.29,13.4,890.88,149.63,341.32,175.66,162.26,238.15,47.37,13.02,0.57,36.29,21.88,0.25
Barter LPS 2021,Foster,Control,2890.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,19.52,2.17,12.29,2.84,4.12,275.77,45.78,262.19,90.7,110.23,30.81,7.73,32.31,9.18,32.14,12.9,736.99,154.14,905.76,207.18,626.35,332.72,56.23,14.96,0.58,12.19,45.98,-0.58
Barter LPS 2021,Foster,Control,3361.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,25.08,7.12,4.28,2.84,2.89,380.97,179.09,112.02,82.69,85.41,21.27,13.07,27.97,9.62,4.56,39.48,509.59,233.19,658.21,215.08,102.42,834.03,43.77,13.57,0.53,48.48,12.19,0.6
Barter LPS 2021,Foster,Control,3362.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,11.01,6.56,5.62,2.06,2.95,247.95,171.96,161.35,46.36,87.41,60.23,9.79,11.4,32.81,17.3,7.9,1619.52,212.83,209.35,673.77,356.4,172.6,32.96,10.53,0.52,37.4,15.79,0.41
Barter LPS 2021,Foster,Control,3365.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,13.07,6.01,4.67,1.78,2.73,282.59,127.17,122.52,42.58,62.7,29.31,37.76,17.24,9.4,10.01,4.39,659.32,908.67,305.5,215.75,206.52,89.06,48.48,18.56,0.45,39.61,10.8,0.57
Barter LPS 2021,Foster,Control,3366.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,28.08,7.73,4.45,4.39,3.17,442.67,181.34,124.57,121.2,86.21,41.99,19.8,28.75,13.01,11.51,13.12,876.29,389.49,653.18,227.47,227.01,282.97,44.88,6.93,0.73,18.84,19.11,-0.01
Barter LPS 2021,Foster,Control,3369.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,49.66,6.51,3.56,5.28,2.61,886.22,134.81,102.99,152.61,69.93,38.76,12.07,8.95,7.9,8.4,12.51,925.74,270.68,202.07,166.25,159.52,236.41,46.81,7.2,0.73,37.12,19.39,0.31
Barter LPS 2021,Foster,Control,3370.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,8.23,12.07,11.79,7.23,4.12,132.65,240.91,231.02,150.49,107.98,41.71,14.52,17.13,18.8,35.31,22.36,759.25,322.53,314.23,393.09,805.04,416.87,44.04,22.44,0.33,26.04,21.61,0.09
Barter LPS 2021,Foster,Control,3393.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,24.58,7.34,6.9,2.89,2.84,380.6,191.87,185.74,80.83,76,25.75,8.68,25.03,8.79,4.78,14.07,622.22,195.61,588.99,175.38,88.84,310.72,50.42,5.54,0.8,18.84,21.88,-0.08
Barter LPS 2021,Foster,Control,3394.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,19.19,4.06,5.12,1.34,3.67,409.02,80.24,146.76,30.9,99.15,25.36,41.49,26.58,9.9,9.51,13.79,676.86,996.76,593.59,249.22,237.7,274.35,32.41,14.96,0.37,22.16,21.88,0.01
Barter LPS 2021,Foster,Control,3395.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,15.35,6.17,3.45,2.5,7.12,323.84,122.04,92.72,35.43,184.05,39.1,20.8,21.47,6.95,11.07,7.06,938.75,425.76,514.89,175.35,236.42,162.35,34.63,19.11,0.29,32.96,12.47,0.45
Barter LPS 2021,Foster,Control,3396.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,8.51,3.56,4.67,3.17,3.95,178.87,74.22,120.81,77.35,105.09,43.93,12.46,32.03,23.3,14.4,27.36,970.71,308.08,713.76,544.12,353.58,636.26,21.61,32.96,-0.21,33.52,17.18,0.32
Barter LPS 2021,Foster,Control,3397.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,10.73,2.56,5.34,1.67,3.84,199.09,63.04,107.9,22.34,106.93,12.96,12.74,25.19,21.69,7.51,9.23,312.16,296.45,498.14,381.42,195.41,193.32,48.48,12.74,0.58,25.49,22.16,0.07
Barter LPS 2021,Foster,Control,3398.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,24.75,4.23,4.12,2.89,5.73,398.12,75.49,104.63,59.49,136.78,25.47,27.31,19.41,7.4,14.35,8.01,551.86,648.92,373.24,127.02,276.14,154.97,22.72,20.5,0.05,34.35,18.84,0.29
Barter LPS 2021,Foster,Control,3399.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,8.23,6.9,5.28,3.73,2.61,192.96,195.66,141.97,107,76.01,16.52,11.35,17.85,15.85,6.84,8.45,435.3,196.89,388.15,302.99,98.34,160.65,33.8,10.53,0.53,36.84,13.3,0.47
Barter LPS 2021,Foster,Control,3400.TF,Foster_WM_1,Mid Aged,12,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,28.31,5.28,4.67,1.78,2.95,435.93,100.87,122.32,32.65,81.72,40.04,18.41,29.75,31.92,7.01,3.06,930.53,396.1,668.43,728.84,156.34,72.31,24.1,31.86,-0.14,31.3,25.49,0.1
Budamagunta 2023,Foster,Control,3999.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,10.53,8.73,6,13.2,3.53,203.51,144.39,117.16,290.8,73.64,30.43,14.29,35.49,14.99,8.69,17.01,679.25,280.24,680.07,328.91,197.24,364.54,26.36,7.76,0.55,21.04,14.88,0.17
Budamagunta 2023,Foster,Control,4112.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60.04,22.28,33.53,5.54,3.64,1227.09,528.16,813.55,118.45,79.05,47.64,34.25,46.77,12.89,37.51,24.39,1034.02,714.58,1003.97,319.7,793.47,519.84,19.48,5.48,0.56,16.48,17.68,-0.04
Budamagunta 2023,Foster,Control,3956.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,34.47,51.2,14.6,32.6,6.6,524.74,1019.01,315.12,669.25,139.76,31.92,25.48,31,27.65,20,9.03,712.17,519.74,687.59,557.23,428.41,232.04,24.32,10.64,0.39,12.72,14.24,-0.06
Budamagunta 2023,Foster,Control,4010.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,44.33,24.53,37.4,15.67,8.4,762.64,425.36,588.78,320.28,195.44,44.56,34.55,41.21,35.93,10.48,15.53,791.89,748.21,978.88,798.05,234.1,354.54,22.08,4.08,0.69,4.68,30.96,-0.74
Budamagunta 2023,Foster,Control,3990.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,30.13,19.73,32.13,11.53,9.93,350.4,345,554.04,267.07,196.5,22.89,26.71,24.48,15.07,7.41,7.83,485.73,601.79,535.44,353.08,165.86,186.09,26.44,9.52,0.47,34.2,7.24,0.65
Budamagunta 2023,Foster,Control,4000.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,15.2,15.07,20.6,6.8,8.87,238.87,272.38,356.43,123.18,198.36,40.08,25.6,7.95,17.95,27.37,11.41,904.81,578.57,173.42,396.61,620.21,242.17,29.48,7.56,0.59,38.6,7.36,0.68
Budamagunta 2023,Foster,Control,3965.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,50.4,20.13,21.47,12.87,9,927.93,396.77,480.69,248.12,198.83,41.52,24.04,18.03,12.93,8.21,7.51,994.8,599.14,475.67,298.99,218.57,205.88,27,6.52,0.61,15.2,26.36,-0.27
Budamagunta 2023,Foster,Control,4116.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,38.78,30.44,18.81,31.81,14.96,775.48,658.94,257.31,800.96,313.99,31.51,23.67,29.13,17.79,13.21,21.83,687.24,560.3,678.81,458.51,327.14,503.1,29.16,9.44,0.51,26.48,9.32,0.48
Budamagunta 2023,Foster,Control,4103.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,35.42,18.21,11.92,13.59,15.2,805.24,404.69,289.64,327.42,319.07,25.87,42.71,19.35,12.44,11.99,15.37,651.93,946.01,509.76,338,317.33,376.4,25.08,5.04,0.67,4.52,34.4,-0.77
Budamagunta 2023,Foster,Control,4001.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,32.51,23.93,27.07,7.4,15.8,808.36,456.88,599.67,148.9,340.55,27.15,10.67,23.4,20.29,14.79,14.49,618.42,233.84,514.53,433.73,310.37,323.01,23.16,9.52,0.42,10.52,5.6,0.31
Budamagunta 2023,Foster,Control,4381.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,42.47,17.93,28.13,20.47,17.67,727.63,353.32,464.2,283.14,354.34,42,42.33,43.2,37.2,48.67,28,966.25,818.83,876.68,759.3,887.77,582.81,14.8,17.2,-0.08,33,3.8,0.79
Budamagunta 2023,Foster,Control,4034.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,33,20.54,15.93,17.5,16.25,722.4,471.78,475.75,418.26,364.1,22.17,22.91,23.2,12.89,8.8,21.08,542.29,517.88,600.77,344.72,258.47,541.17,23.88,12.4,0.32,19.96,18.4,0.04
Budamagunta 2023,Foster,Control,4111.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,45.12,26.83,15.46,20.96,16.15,938.29,595.2,438.79,460.17,375.5,33.13,32.29,34.45,19.19,15.79,7.84,707.45,740.64,750.89,436.34,319.37,170.55,27.48,4,0.75,14.52,12.52,0.07
Budamagunta 2023,Foster,Control,4009.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,29.33,16.93,24,23.8,21,413.51,303.23,438.06,450.1,389.28,41.16,42.28,38.99,60.04,21.29,20.48,760.28,851.85,794.15,1200.9,459.02,444.63,27.04,8.96,0.5,21.64,13.8,0.22
Budamagunta 2023,Foster,Control,4379.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,25.47,20.53,17.73,10.47,19.2,395.54,413.2,388.62,227.74,403.44,49.73,48.87,28.8,44.2,28.47,13.6,948.8,1039.41,660.45,939.09,666.58,347.26,31.6,5.2,0.72,21,13,0.24
