Test,Animal,Stage,Trial,Date,Time,Time of day,User,Recorded video file,AQ TRR to End of Test; Duration (s),Base; Duration (s),AQ TRR to End of Test; Distance (m),Base; Distance (m),AQ TRR to End of Test; Mean speed (m/s),Base; Mean speed (m/s),AQ TRR to End of Test; Path efficiency,Base; Path efficiency,AQ TRR to End of Test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ TRR to End of Test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ TRR to End of Test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s)
297,Y862,AQ (Day7),3,5/8/2022,10:33,am,Raul,MWM Cohort 128 videos\Test 16934.szv,32.2,30,10.102,8.539,0.314,0.285,0.048,0.106,0.585,0.633,18.82,19,0.048,,21.2
298,3274,AQ (Day7),1,5/8/2022,10:36,am,Raul,MWM Cohort 128 videos\Test 16935.szv,12.5,14.7,2.557,2.772,0.205,0.188,0.199,0.198,0.388,0.391,4.73,5.62,0.15,0.159,5.09
299,3274,AQ (Day7),2,5/8/2022,10:37,am,Raul,MWM Cohort 128 videos\Test 16936.szv,13.7,16.3,2.937,3.394,0.215,0.209,0.028,0.161,0.544,0.511,7.26,8.15,0.011,0.156,7.45
300,3274,AQ (Day7),3,5/8/2022,10:38,am,Raul,MWM Cohort 128 videos\Test 16937.szv,70.4,30,13.762,5.887,0.196,0.196,0.071,0.188,0.672,0.747,47.25,22.41,,,49.45
301,3275,AQ (Day7),1,5/8/2022,10:42,am,Raul,MWM Cohort 128 videos\Test 16938.szv,88,30,15.413,5.393,0.175,0.18,0.046,0.176,0.612,0.586,53.9,17.57,,,54.04
302,3275,AQ (Day7),2,5/8/2022,10:44,am,Raul,MWM Cohort 128 videos\Test 16939.szv,87.5,30,16.625,5.96,0.19,0.199,0.061,0.173,0.63,0.578,55.14,17.34,,,55.23
303,3275,AQ (Day7),3,5/8/2022,10:47,am,Raul,MWM Cohort 128 videos\Test 16940.szv,52.7,30,8.61,5.144,0.164,0.171,0.069,0.248,0.602,0.784,31.48,23.51,0.061,,32.39
304,3278,AQ (Day7),1,5/8/2022,10:50,am,Raul,MWM Cohort 128 videos\Test 16941.szv,40,30,4.542,2.886,0.114,0.096,0.117,0.206,0.473,0.462,18.74,13.86,0.096,,19.24
305,3278,AQ (Day7),2,5/8/2022,10:52,am,Raul,MWM Cohort 128 videos\Test 16942.szv,18.3,21.9,2.728,3.044,0.149,0.139,0.119,0.198,0.564,0.534,10.13,11.5,0.084,0.17,10.5
306,3278,AQ (Day7),3,5/8/2022,10:53,am,Raul,MWM Cohort 128 videos\Test 16943.szv,79,30,13.456,3.951,0.17,0.132,0.071,0.285,0.631,0.57,49.64,17.11,0.061,,53.24
307,3279,AQ (Day7),1,5/8/2022,10:57,am,Raul,MWM Cohort 128 videos\Test 16944.szv,88,30,20.314,7.328,0.231,0.244,0.061,0.052,0.709,0.595,62.41,17.84,,,62.75
308,3279,AQ (Day7),2,5/8/2022,10:59,am,Raul,MWM Cohort 128 videos\Test 16945.szv,78,30,13.956,6.496,0.179,0.217,0.017,0.178,0.718,0.665,55.78,19.95,0.011,,55.9
309,3279,AQ (Day7),3,5/8/2022,11:01,am,Raul,MWM Cohort 128 videos\Test 16946.szv,85.5,30,19.543,6.923,0.229,0.231,0.036,0.197,0.716,0.633,61.23,18.99,,,62.23
310,3280,AQ (Day7),1,5/8/2022,11:05,am,Raul,MWM Cohort 128 videos\Test 16947.szv,2.1,4.2,0.509,0.933,0.242,0.221,0.693,0.626,0.081,0.265,0.14,1.03,0.598,0.536,0.46
311,3280,AQ (Day7),2,5/8/2022,11:06,am,Raul,MWM Cohort 128 videos\Test 16948.szv,52.5,30,14.268,8.512,0.272,0.284,0.027,0.154,0.677,0.692,35.29,20.77,0.022,,35.68
312,3280,AQ (Day7),3,5/8/2022,11:08,am,Raul,MWM Cohort 128 videos\Test 16949.szv,84.9,30,17.672,7.424,0.208,0.247,0.038,0.165,0.526,0.459,44.5,13.77,0.034,,45.09
313,Y863,AQ (Day7),1,5/8/2022,11:12,am,Raul,MWM Cohort 128 videos\Test 16950.szv,14.5,16.2,2.931,3.265,0.202,0.202,0.066,0.121,0.443,0.419,6.27,6.64,0.033,0.101,6.35
314,Y863,AQ (Day7),2,5/8/2022,11:13,am,Raul,MWM Cohort 128 videos\Test 16951.szv,19.6,22.9,3.704,4.321,0.189,0.189,0.239,0.159,0.352,0.405,6.77,9.14,0.224,0.149,8.01
315,Y863,AQ (Day7),3,5/8/2022,11:14,am,Raul,MWM Cohort 128 videos\Test 16952.szv,0.3,5.2,0.084,1.025,0.334,0.199,0.471,0.942,0,0.559,0,2.69,,0.941,0.35
316,Y864,AQ (Day7),1,5/8/2022,11:16,am,Raul,MWM Cohort 128 videos\Test 16953.szv,27.9,29.9,6.012,6.276,0.215,0.21,0.054,0.075,0.486,0.474,13.41,14.03,0.042,0.065,13.61
317,Y864,AQ (Day7),2,5/8/2022,11:18,am,Raul,MWM Cohort 128 videos\Test 16954.szv,19.9,22.8,4.098,4.517,0.206,0.198,0.165,0.155,0.518,0.526,10.12,11.8,0.148,0.136,10.84
318,Y864,AQ (Day7),3,5/8/2022,11:19,am,Raul,MWM Cohort 128 videos\Test 16955.szv,14.2,19,3.118,4.151,0.22,0.218,0.181,0.256,0.469,0.515,6.51,9.62,0.168,0.243,7.28
319,Y865,AQ (Day7),1,5/8/2022,11:22,am,Raul,MWM Cohort 128 videos\Test 16956.szv,14.1,16.6,2.924,3.591,0.208,0.217,0.312,0.162,0.654,0.644,8.98,10.44,0.29,0.141,9.83
320,Y865,AQ (Day7),2,5/8/2022,11:23,am,Raul,MWM Cohort 128 videos\Test 16957.szv,3.2,6,0.324,0.739,0.102,0.123,0.64,0.786,0.091,0.247,0.26,1.4,0.515,0.729,0.2
321,Y865,AQ (Day7),3,5/8/2022,11:24,am,Raul,MWM Cohort 128 videos\Test 16958.szv,6.4,11.6,1.644,2.842,0.258,0.246,0.612,0.39,0.556,0.783,3.35,8.79,0.568,0.37,6.58
322,3282,AQ (Day7),1,5/8/2022,11:26,am,Raul,MWM Cohort 128 videos\Test 16959.szv,0.1,1.6,0,0.322,0,0.203,,0.994,0,0.178,0,0.22,,0.962,-0.03
323,3282,AQ (Day7),2,5/8/2022,11:27,am,Raul,MWM Cohort 128 videos\Test 16960.szv,87.1,30,19.955,8.035,0.229,0.268,0.044,0.083,0.631,0.564,54.99,16.92,,,56.11
324,3282,AQ (Day7),3,5/8/2022,11:29,am,Raul,MWM Cohort 128 videos\Test 16961.szv,85,30,12.568,6.063,0.148,0.202,0.041,0.149,0.767,0.636,65.19,19.09,,,65.15
325,3284,AQ (Day7),1,5/8/2022,11:33,am,Raul,MWM Cohort 128 videos\Test 16962.szv,45.6,30,11.361,8.093,0.249,0.27,0.021,0.174,0.527,0.612,23.85,18.36,0.009,,24.04
326,3284,AQ (Day7),2,5/8/2022,11:34,am,Raul,MWM Cohort 128 videos\Test 16963.szv,10.9,13.5,2.454,2.878,0.226,0.214,0.244,0.222,0.59,0.58,6.22,7.62,0.22,0.202,6.82
327,3284,AQ (Day7),3,5/8/2022,11:35,am,Raul,MWM Cohort 128 videos\Test 16964.szv,35.5,30,8.556,7.276,0.241,0.243,0.091,0.196,0.57,0.652,20.05,19.55,0.082,,21.17
328,3285,AQ (Day7),1,5/8/2022,11:39,am,Raul,MWM Cohort 128 videos\Test 16965.szv,87.9,30,21.189,7.154,0.241,0.238,0.007,0.101,0.747,0.673,65.65,20.19,,,66.01
329,3285,AQ (Day7),2,5/8/2022,11:41,am,Raul,MWM Cohort 128 videos\Test 16966.szv,70.7,30,11.271,4.942,0.16,0.165,0.052,0.121,0.802,0.826,56.37,24.78,0.046,,56.93
330,3285,AQ (Day7),3,5/8/2022,11:43,am,Raul,MWM Cohort 128 videos\Test 16967.szv,84.8,30,13.577,5.44,0.16,0.181,0.113,0.143,0.82,0.689,69.56,20.68,,,70.87
331,3286,AQ (Day7),1,5/8/2022,11:47,am,Raul,MWM Cohort 128 videos\Test 16968.szv,0.4,2.6,0.091,0.437,0.233,0.169,0.592,0.978,0.014,0.262,0,0.59,,0.992,0.03
332,3286,AQ (Day7),2,5/8/2022,11:47,am,Raul,MWM Cohort 128 videos\Test 16969.szv,26.9,30,5.657,6.32,0.211,0.211,0.117,0.098,0.664,0.653,17.59,19.46,0.112,0.096,18.55
333,3286,AQ (Day7),3,5/8/2022,11:49,am,Raul,MWM Cohort 128 videos\Test 16970.szv,84.6,30,16.262,6.047,0.192,0.202,0.008,0.216,0.747,0.771,63.19,23.13,,,64.54
334,3288,AQ (Day7),1,5/8/2022,11:52,am,Raul,MWM Cohort 128 videos\Test 16971.szv,11.4,13.1,3.089,3.361,0.272,0.257,0.062,0.136,0.538,0.509,5.93,6.48,0.04,0.12,6.15
335,3288,AQ (Day7),2,5/8/2022,11:53,am,Raul,MWM Cohort 128 videos\Test 16972.szv,23.6,26,5.701,5.701,0.242,0.219,0.115,0.109,0.614,0.609,14.26,15.62,0.108,0.1,14.86
336,3288,AQ (Day7),3,5/8/2022,11:55,am,Raul,MWM Cohort 128 videos\Test 16973.szv,67.3,30,15.39,7.438,0.229,0.248,0.022,0.025,0.665,0.587,44.48,17.62,0.018,,45.51
337,Y860,AQ (Day8),1,5/9/2022,9:51,am,Raul,MWM Cohort 128 videos\Test 17016.szv,17.5,20.7,2.771,3.273,0.158,0.158,0.129,0.172,0.531,0.5,9.14,10.2,0.105,0.152,9.39
338,Y860,AQ (Day8),2,5/9/2022,9:52,am,Raul,MWM Cohort 128 videos\Test 17017.szv,15.5,22.5,2.229,3.248,0.144,0.145,0.162,0.359,0.423,0.503,6.41,11.13,0.131,0.337,6.99
340,Y861,AQ (Day8),1,5/9/2022,9:55,am,Raul,MWM Cohort 128 videos\Test 17019.szv,87.3,30,18.59,5.919,0.213,0.197,0.056,0.149,0.766,0.852,66.85,25.57,,,67.42
341,Y861,AQ (Day8),2,5/9/2022,9:58,am,Raul,MWM Cohort 128 videos\Test 17020.szv,83.3,30,13.143,5.141,0.158,0.171,0.079,0.258,0.663,0.814,55.26,24.42,,,58.08
343,Y862,AQ (Day8),1,5/9/2022,10:03,am,Raul,MWM Cohort 128 videos\Test 17022.szv,17.6,20.2,2.529,2.774,0.144,0.137,0.196,0.189,0.274,0.296,4.73,5.87,0.166,0.168,5.08
344,Y862,AQ (Day8),2,5/9/2022,10:04,am,Raul,MWM Cohort 128 videos\Test 17023.szv,17.7,23.8,3.334,3.951,0.188,0.166,0.172,0.273,0.588,0.645,10.2,15.14,0.162,0.267,11.75
346,3274,AQ (Day8),1,5/9/2022,10:09,am,Raul,MWM Cohort 128 videos\Test 17025.szv,25.9,28.5,5.643,5.996,0.218,0.211,0.112,0.1,0.531,0.527,13.55,14.81,0.093,0.086,14.16
347,3274,AQ (Day8),2,5/9/2022,10:10,am,Raul,MWM Cohort 128 videos\Test 17026.szv,14.8,20.3,2.977,3.967,0.201,0.195,0.095,0.301,0.612,0.658,8.83,13.11,0.055,0.277,10
349,3275,AQ (Day8),1,5/9/2022,10:14,am,Raul,MWM Cohort 128 videos\Test 17028.szv,41.2,30,9.192,7.547,0.223,0.252,0.053,0.202,0.736,0.642,30.06,19.26,0.048,,30.51
350,3275,AQ (Day8),2,5/9/2022,10:16,am,Raul,MWM Cohort 128 videos\Test 17029.szv,84.1,30,15.007,6.639,0.178,0.221,0.015,0.173,0.726,0.687,61.05,20.62,,,62.39
352,3278,AQ (Day8),1,5/9/2022,10:22,am,Raul,MWM Cohort 128 videos\Test 17031.szv,69.3,30,11.675,5.007,0.169,0.167,0.026,0.324,0.673,0.472,46.41,14.15,0.021,,46.99
353,3278,AQ (Day8),2,5/9/2022,10:24,am,Raul,MWM Cohort 128 videos\Test 17032.szv,9,16.8,1.438,2.344,0.16,0.14,0.437,0.514,0.44,0.641,3.8,10.53,0.435,0.493,5.8
355,3279,AQ (Day8),1,5/9/2022,10:29,am,Raul,MWM Cohort 128 videos\Test 17034.szv,88,30,22.053,8.546,0.251,0.285,0.035,0.107,0.702,0.622,61.8,18.65,,,62.33
356,3279,AQ (Day8),2,5/9/2022,10:32,am,Raul,MWM Cohort 128 videos\Test 17035.szv,0.2,5.1,0.088,1.117,0.441,0.218,0.548,0.981,0,0.657,0,3.13,,0.976,0.43
358,3280,AQ (Day8),1,5/9/2022,10:37,am,Raul,MWM Cohort 128 videos\Test 17037.szv,1.3,3.3,0.252,0.642,0.194,0.193,0.949,0.763,0.082,0.286,0.08,0.85,0.738,0.749,0.25
359,3280,AQ (Day8),2,5/9/2022,10:38,am,Raul,MWM Cohort 128 videos\Test 17038.szv,6.3,10.8,1.85,2.866,0.294,0.265,0.66,0.401,0.672,0.756,4.01,7.91,0.594,0.362,5.88
361,Y863,AQ (Day8),1,5/9/2022,10:42,am,Raul,MWM Cohort 128 videos\Test 17040.szv,28.8,30,5.234,5.33,0.182,0.178,0.05,0.105,0.388,0.392,11.17,11.76,,,11.33
362,Y863,AQ (Day8),2,5/9/2022,10:43,am,Raul,MWM Cohort 128 videos\Test 17041.szv,3.8,9.6,0.481,1.853,0.128,0.194,0.827,0.605,0.141,0.61,0.48,5.62,0.909,0.602,2.49
364,Y864,AQ (Day8),1,5/9/2022,10:47,am,Raul,MWM Cohort 128 videos\Test 17043.szv,24.5,26.6,5.229,5.463,0.213,0.205,0.041,0.088,0.516,0.502,12.48,13.18,0.029,0.08,12.71
365,Y864,AQ (Day8),2,5/9/2022,10:48,am,Raul,MWM Cohort 128 videos\Test 17044.szv,64,30,13.658,6.732,0.213,0.224,0.056,0.08,0.702,0.741,44.96,22.24,,,46.37
367,Y865,AQ (Day8),1,5/9/2022,10:53,am,Raul,MWM Cohort 128 videos\Test 17046.szv,6.3,8.8,1.044,1.631,0.166,0.185,0.66,0.318,0.467,0.48,2.78,4.06,0.697,0.315,3.34
368,Y865,AQ (Day8),2,5/9/2022,10:54,am,Raul,MWM Cohort 128 videos\Test 17047.szv,53.7,30,12.189,6.274,0.227,0.209,0.066,0.217,0.537,0.633,28.66,18.99,0.058,,30.46
370,3282,AQ (Day8),1,5/9/2022,10:58,am,Raul,MWM Cohort 128 videos\Test 17049.szv,0.6,2.9,0.084,0.496,0.142,0.171,0.509,0.936,0.009,0.293,0,0.75,0.069,0.928,0.19
371,3282,AQ (Day8),2,5/9/2022,10:59,am,Raul,MWM Cohort 128 videos\Test 17050.szv,84.4,30,19.364,8.316,0.229,0.277,0.053,0.022,0.642,0.685,54.22,20.55,,,56.5
373,3284,AQ (Day8),1,5/9/2022,11:05,am,Raul,MWM Cohort 128 videos\Test 17052.szv,64.7,30,14.748,8.142,0.228,0.271,0.016,0.15,0.565,0.636,36.4,19.07,0.007,,36.66
374,3284,AQ (Day8),2,5/9/2022,11:07,am,Raul,MWM Cohort 128 videos\Test 17053.szv,85,30,16.704,6.129,0.197,0.204,0.024,0.068,0.623,0.698,52.97,20.94,,,54.15
376,3285,AQ (Day8),1,5/9/2022,11:13,am,Raul,MWM Cohort 128 videos\Test 17055.szv,70.6,30,17.272,7.67,0.245,0.256,0.026,0.194,0.718,0.718,50.49,21.55,0.02,,51.06
377,3285,AQ (Day8),2,5/9/2022,11:15,am,Raul,MWM Cohort 128 videos\Test 17056.szv,84.4,30,17.819,6.854,0.211,0.228,0.048,0.216,0.686,0.801,57.86,24.03,,,60.32
379,3286,AQ (Day8),1,5/9/2022,11:21,am,Raul,MWM Cohort 128 videos\Test 17058.szv,0.6,2.8,0.19,0.469,0.316,0.166,0.664,0.973,0.043,0.263,0.01,0.65,0.999,0.984,0.06
380,3286,AQ (Day8),2,5/9/2022,11:22,am,Raul,MWM Cohort 128 videos\Test 17059.szv,83.9,30,15.862,5.335,0.189,0.178,0.054,0.063,0.743,0.653,62.33,19.58,,,63.88
382,3288,AQ (Day8),1,5/9/2022,11:29,am,Raul,MWM Cohort 128 videos\Test 17061.szv,88.1,30,22.332,7.979,0.253,0.266,0.031,0.144,0.627,0.619,55.22,18.58,,,55.62
383,3288,AQ (Day8),2,5/9/2022,11:31,am,Raul,MWM Cohort 128 videos\Test 17062.szv,21,25.5,4.574,5.545,0.218,0.217,0.141,0.206,0.431,0.51,8.93,12.84,0.117,0.191,10.23
